locus_tag	ftype	length_bp	gene	EC_number	COG	product
PMLADGDC_02690	CDS	900	yegS	2.7.1.-	COG1597	putative lipid kinase YegS
PMLADGDC_02691	CDS	1053	fbaB	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
PMLADGDC_02692	CDS	1272	yegT			Putative nucleoside transporter YegT
PMLADGDC_02693	CDS	1005	draG	3.2.2.24	COG1397	ADP-ribosyl-[dinitrogen reductase] glycohydrolase
PMLADGDC_02694	CDS	966	ydjH	2.7.1.-	COG0524	putative sugar kinase YdjH
PMLADGDC_02695	CDS	747	frlR		COG2188	putative fructoselysine utilization operon transcriptional repressor
PMLADGDC_02696	CDS	801	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
PMLADGDC_02697	CDS	798	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
PMLADGDC_02698	CDS	315	rcnB		COG5455	Nickel/cobalt homeostasis protein RcnB
PMLADGDC_02699	CDS	1008	yehA			putative fimbrial-like protein YehA
PMLADGDC_02700	CDS	2490	yehB		COG3188	Outer membrane usher protein YehB
PMLADGDC_02701	CDS	684	yehC		COG3121	putative fimbrial chaperone YehC
PMLADGDC_02702	CDS	531	yehD			putative fimbrial-like protein YehD
PMLADGDC_02703	CDS	282				hypothetical protein
PMLADGDC_02704	CDS	1110	apbC		COG0489	Iron-sulfur cluster carrier protein
PMLADGDC_02705	CDS	2034	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
PMLADGDC_02706	CDS	459	yehR		COG4808	putative lipoprotein YehR
PMLADGDC_02707	CDS	531				hypothetical protein
PMLADGDC_02708	CDS	468				hypothetical protein
PMLADGDC_02709	CDS	720	btsR		COG3279	Transcriptional regulatory protein BtsR
PMLADGDC_02710	CDS	1686	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
PMLADGDC_02711	CDS	732	mlrA_2		COG0789	HTH-type transcriptional regulator MlrA
PMLADGDC_02712	CDS	108				hypothetical protein
PMLADGDC_02713	CDS	732	yehW		COG1174	Glycine betaine uptake system permease protein YehW
PMLADGDC_02714	CDS	948	yehX	3.6.3.-	COG1125	Glycine betaine uptake system ATP-binding protein YehX
PMLADGDC_02715	CDS	1170	yehY		COG1174	Glycine betaine uptake system permease protein YehY
PMLADGDC_02716	CDS	918	yehZ		COG1732	Glycine betaine-binding protein YehZ
PMLADGDC_02717	CDS	2322		3.2.1.-		Beta-xylosidase
PMLADGDC_02718	CDS	1731	dld	1.1.5.12	COG0277	Quinone-dependent D-lactate dehydrogenase
PMLADGDC_02719	CDS	909	pbpG	3.4.21.-	COG1686	D-alanyl-D-alanine endopeptidase
PMLADGDC_02720	CDS	588	yohC			Inner membrane protein YohC
PMLADGDC_02721	CDS	570	yohD		COG0586	Inner membrane protein YohD
PMLADGDC_02722	CDS	762	yohF	1.-.-.-	COG1028	putative oxidoreductase YohF
PMLADGDC_02723	CDS	1437	ttgI			Toluene efflux pump outer membrane protein TtgI
PMLADGDC_02724	CDS	939	dusC	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
PMLADGDC_02725	CDS	1194	mhbM	1.14.13.24	COG0654	3-hydroxybenzoate 6-hydroxylase
PMLADGDC_02726	CDS	645	nagL	5.2.1.4		Maleylpyruvate isomerase
PMLADGDC_02727	CDS	702	nagK_2	3.7.1.20		Fumarylpyruvate hydrolase
PMLADGDC_02728	CDS	1038	nagI	1.13.11.4		Gentisate 1,2-dioxygenase
PMLADGDC_02729	CDS	1359	mhbT			3-hydroxybenzoate transporter MhbT
PMLADGDC_02730	CDS	909	gbpR_2			HTH-type transcriptional regulator GbpR
PMLADGDC_02731	CDS	399				hypothetical protein
PMLADGDC_02732	CDS	696	yohK_1		COG1346	Inner membrane protein YohK
PMLADGDC_02733	CDS	885	cdd	3.5.4.5	COG0295	Cytidine deaminase
PMLADGDC_02734	CDS	720				hypothetical protein
PMLADGDC_02735	CDS	240				hypothetical protein
PMLADGDC_02736	CDS	1242	preT	1.3.1.1	COG0493	NAD-dependent dihydropyrimidine dehydrogenase subunit PreT
PMLADGDC_02737	CDS	1236	preA	1.3.1.1	COG0167	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
PMLADGDC_02738	CDS	1011	mglC		COG4211	Galactoside transport system permease protein MglC
PMLADGDC_02739	CDS	1521	mglA	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
PMLADGDC_02740	CDS	999	mglB		COG1879	D-galactose-binding periplasmic protein
PMLADGDC_02741	CDS	1023	galS_2		COG1609	HTH-type transcriptional regulator GalS
PMLADGDC_02742	CDS	1161				hypothetical protein
PMLADGDC_02743	CDS	669	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
PMLADGDC_02744	CDS	858	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
PMLADGDC_02745	CDS	390				hypothetical protein
PMLADGDC_02746	CDS	1368	sdaA_2	4.3.1.17	COG1760	L-serine dehydratase 1
PMLADGDC_02747	CDS	888	serB2	3.1.3.3	COG0560	Phosphoserine phosphatase SerB2
PMLADGDC_02748	CDS	1323	uhpC_1		COG2271	Membrane sensor protein UhpC
PMLADGDC_02749	CDS	1992	cirA		COG4771	Colicin I receptor
PMLADGDC_02750	CDS	114				hypothetical protein
PMLADGDC_02751	CDS	1470	lysP		COG0833	Lysine-specific permease
PMLADGDC_02752	CDS	864	cmpR		COG0583	HTH-type transcriptional activator CmpR
PMLADGDC_02753	CDS	1050				hypothetical protein
PMLADGDC_02754	CDS	858	nfo	3.1.21.2	COG0648	Endonuclease 4
PMLADGDC_02755	CDS	1689	fruA_2		COG1299	PTS system fructose-specific EIIB'BC component
PMLADGDC_02756	CDS	939	lacC_2	2.7.1.144		Tagatose-6-phosphate kinase
PMLADGDC_02757	CDS	1131	fruB		COG1925	Multiphosphoryl transfer protein
PMLADGDC_02758	CDS	108				hypothetical protein
PMLADGDC_02759	CDS	1182	setB			Sugar efflux transporter B
PMLADGDC_02760	CDS	666				hypothetical protein
PMLADGDC_02761	CDS	255				hypothetical protein
PMLADGDC_02762	CDS	573	yeiP		COG0231	Elongation factor P-like protein
PMLADGDC_02763	CDS	987	yeiR	3.6.-.-	COG0523	Zinc-binding GTPase YeiR
PMLADGDC_02764	CDS	720	lpxT	2.7.4.29	COG0671	Lipid A 1-diphosphate synthase
PMLADGDC_02765	CDS	573	mepS_2	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
PMLADGDC_02766	CDS	1557	pdeN_2	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
PMLADGDC_02767	CDS	1806				hypothetical protein
PMLADGDC_02768	CDS	1095	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
PMLADGDC_02769	CDS	1026	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
PMLADGDC_02770	CDS	1590	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
PMLADGDC_02771	CDS	345	yejG			putative protein YejG
PMLADGDC_02772	CDS	1191	bcr			Bicyclomycin resistance protein
PMLADGDC_02773	CDS	696	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
PMLADGDC_02774	CDS	1761	radD	3.6.4.12	COG1061	Putative DNA repair helicase RadD
PMLADGDC_02775	CDS	285	rplY		COG1825	50S ribosomal protein L25
PMLADGDC_02776	CDS	621				hypothetical protein
PMLADGDC_02777	CDS	1008	yejK		COG3081	Nucleoid-associated protein YejK
PMLADGDC_02778	CDS	228				hypothetical protein
PMLADGDC_02779	CDS	1761	yejM		COG3083	Inner membrane protein YejM
PMLADGDC_02780	tRNA	77				tRNA-Pro(ggg)
PMLADGDC_02781	CDS	150	umuC_2		COG0389	Protein UmuC
PMLADGDC_02782	CDS	2367	sspH2	2.3.2.27	COG4886	E3 ubiquitin-protein ligase SspH2
PMLADGDC_02783	CDS	285				hypothetical protein
PMLADGDC_02784	CDS	465				hypothetical protein
PMLADGDC_02785	CDS	396				hypothetical protein
PMLADGDC_02786	CDS	558				hypothetical protein
PMLADGDC_02787	CDS	648	narL_2		COG2197	Nitrate/nitrite response regulator protein NarL
PMLADGDC_02788	CDS	354	ccmH_1		COG3088	Cytochrome c-type biogenesis protein CcmH
PMLADGDC_02789	CDS	264	oadB_3	7.2.4.2	COG1883	Oxaloacetate decarboxylase beta chain
PMLADGDC_02790	CDS	1659	citA	2.7.13.3	COG3290	Sensor histidine kinase CitA
PMLADGDC_02791	CDS	687	citB		COG4565	Transcriptional regulatory protein CitB
PMLADGDC_02792	CDS	921	rihC	3.2.-.-	COG1957	Non-specific ribonucleoside hydrolase RihC
PMLADGDC_02793	CDS	1203				hypothetical protein
PMLADGDC_02794	CDS	951	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
PMLADGDC_02795	CDS	450	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
PMLADGDC_02796	CDS	501	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
PMLADGDC_02797	CDS	2835	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
PMLADGDC_02798	CDS	939	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
PMLADGDC_02799	CDS	210				hypothetical protein
PMLADGDC_02800	CDS	1374	xylP			Isoprimeverose transporter
PMLADGDC_02801	CDS	2040				hypothetical protein
PMLADGDC_02802	CDS	894	nhaR		COG0583	Transcriptional activator protein NhaR
PMLADGDC_02803	CDS	1167	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
PMLADGDC_02804	CDS	1716	assT_2	2.8.2.22		Arylsulfate sulfotransferase AssT
PMLADGDC_02805	CDS	1248				hypothetical protein
PMLADGDC_02806	CDS	1191	chuR_2	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
PMLADGDC_02807	CDS	1494		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
PMLADGDC_02808	CDS	762				hypothetical protein
PMLADGDC_02809	CDS	1563	mggB	3.1.3.-	COG0737	Mannosylglucosyl-3-phosphoglycerate phosphatase
PMLADGDC_02810	CDS	1719	assT_3	2.8.2.22		Arylsulfate sulfotransferase AssT
PMLADGDC_02811	CDS	441				hypothetical protein
PMLADGDC_02812	CDS	1005	leuO_1			HTH-type transcriptional regulator LeuO
PMLADGDC_02813	CDS	450				hypothetical protein
PMLADGDC_02814	CDS	288				hypothetical protein
PMLADGDC_02815	CDS	846				hypothetical protein
PMLADGDC_02816	CDS	732	ycbF		COG3121	putative fimbrial chaperone YcbF
PMLADGDC_02817	CDS	519	ycbV		COG3539	putative fimbrial-like protein YcbV
PMLADGDC_02818	CDS	546	ycbU		COG3539	putative fimbrial-like protein YcbU
PMLADGDC_02819	CDS	1008	sfmH_2			putative fimbrial-like protein SfmH
PMLADGDC_02820	CDS	2622	elfC_1		COG3188	putative outer membrane usher protein ElfC
PMLADGDC_02821	CDS	687	sfmC_2			putative fimbrial chaperone SfmC
PMLADGDC_02822	CDS	543	elfA			Laminin-binding fimbrial subunit ElfA
PMLADGDC_02823	CDS	705	iprA_2			Inhibitor of hydrogen peroxide resistance
PMLADGDC_02824	CDS	2997				hypothetical protein
PMLADGDC_02825	CDS	2100				hypothetical protein
PMLADGDC_02826	CDS	444				hypothetical protein
PMLADGDC_02827	CDS	534				hypothetical protein
PMLADGDC_02828	CDS	345				hypothetical protein
PMLADGDC_02829	CDS	948	ybdO_3			putative HTH-type transcriptional regulator YbdO
PMLADGDC_02830	CDS	1140	dnaJ_1		COG0484	Chaperone protein DnaJ
PMLADGDC_02831	CDS	1917	dnaK_2		COG0443	Chaperone protein DnaK
PMLADGDC_02832	CDS	405				hypothetical protein
PMLADGDC_02833	CDS	714				hypothetical protein
PMLADGDC_02834	CDS	567	satP		COG1584	Succinate-acetate/proton symporter SatP
PMLADGDC_02835	CDS	591	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
PMLADGDC_02836	CDS	954	talB	2.2.1.2	COG0176	Transaldolase B
PMLADGDC_02837	CDS	1431	alsT_2		COG1115	Amino-acid carrier protein AlsT
PMLADGDC_02838	CDS	774	yaaA		COG3022	Peroxide stress resistance protein YaaA
PMLADGDC_02839	CDS	1287	thrC	4.2.3.1	COG0498	Threonine synthase
PMLADGDC_02840	CDS	930	thrB	2.7.1.39	COG0083	Homoserine kinase
PMLADGDC_02841	CDS	2463	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
PMLADGDC_02842	CDS	687	trmL_1	2.1.1.207		tRNA (cytidine(34)-2'-O)-methyltransferase
PMLADGDC_02843	CDS	717	arcA_1		COG0745	Aerobic respiration control protein ArcA
PMLADGDC_02844	CDS	315				hypothetical protein
PMLADGDC_02845	CDS	672	iprA_3			Inhibitor of hydrogen peroxide resistance
PMLADGDC_02846	CDS	546	fimF			Protein FimF
PMLADGDC_02847	CDS	684	lpfB_1			putative fimbrial chaperone LpfB
PMLADGDC_02848	CDS	2538	fimD_2		COG3188	Outer membrane usher protein FimD
PMLADGDC_02849	CDS	558				hypothetical protein
PMLADGDC_02850	CDS	1086				hypothetical protein
PMLADGDC_02851	CDS	1350	creD		COG4452	Inner membrane protein CreD
PMLADGDC_02852	CDS	1425	creC	2.7.13.3	COG0642	Sensor protein CreC
PMLADGDC_02853	CDS	690	creB		COG0745	Transcriptional regulatory protein CreB
PMLADGDC_02854	CDS	489				hypothetical protein
PMLADGDC_02855	CDS	108				hypothetical protein
PMLADGDC_02856	CDS	870	rob_2		COG2207	Right origin-binding protein
PMLADGDC_02857	CDS	648	cobC_2	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
PMLADGDC_02858	CDS	516	yjjX	3.6.1.-	COG1986	Inosine/xanthosine triphosphatase
PMLADGDC_02859	CDS	327	trpR		COG2973	Trp operon repressor
PMLADGDC_02860	CDS	1938	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
PMLADGDC_02861	CDS	1668	ettA		COG0488	Energy-dependent translational throttle protein EttA
PMLADGDC_02862	CDS	1233	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
PMLADGDC_02863	CDS	1383	radA	3.6.4.-	COG1066	DNA repair protein RadA
PMLADGDC_02864	CDS	969	serB	3.1.3.3	COG0560	Phosphoserine phosphatase
PMLADGDC_02865	CDS	645	ytjB		COG3726	putative inner membrane protein Smp
PMLADGDC_02866	CDS	1017	lplA	6.3.1.20	COG0095	Lipoate-protein ligase A
PMLADGDC_02867	CDS	690	gltF_1			Protein GltF
PMLADGDC_02868	CDS	690	gltF_2			Protein GltF
PMLADGDC_02869	CDS	708	yraI			putative fimbrial chaperone YraI
PMLADGDC_02870	CDS	2409	yraJ		COG3188	Outer membrane usher protein YraJ
PMLADGDC_02871	CDS	573				hypothetical protein
PMLADGDC_02872	CDS	720	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
PMLADGDC_02873	CDS	1224	deoB	5.4.2.7	COG1015	Phosphopentomutase
PMLADGDC_02874	CDS	1323	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
PMLADGDC_02875	CDS	780	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
PMLADGDC_02876	CDS	1551	yjjI			putative protein YjjI
PMLADGDC_02877	CDS	588	yjjW	1.97.1.-	COG1180	Putative glycyl-radical enzyme activating enzyme YjjW
PMLADGDC_02878	CDS	774	yjjV	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
PMLADGDC_02879	CDS	1095				hypothetical protein
PMLADGDC_02880	CDS	162				hypothetical protein
PMLADGDC_02881	CDS	618	osmY_3		COG2823	Osmotically-inducible protein Y
PMLADGDC_02882	CDS	1590	prfC		COG4108	Peptide chain release factor RF3
PMLADGDC_02883	CDS	681	yjjG	3.1.3.5	COG1011	Pyrimidine 5'-nucleotidase YjjG
PMLADGDC_02884	CDS	447	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
PMLADGDC_02885	CDS	438	holD	2.7.7.7	COG3050	DNA polymerase III subunit psi
PMLADGDC_02886	CDS	1029	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
PMLADGDC_02887	tRNA	87				tRNA-Leu(cag)
PMLADGDC_02888	tRNA	87				tRNA-Leu(cag)
PMLADGDC_02889	tRNA	87				tRNA-Leu(cag)
PMLADGDC_02890	CDS	237				hypothetical protein
PMLADGDC_02891	CDS	1065				hypothetical protein
PMLADGDC_02892	CDS	789	fhuF		COG4114	Ferric iron reductase protein FhuF
PMLADGDC_02893	CDS	459				hypothetical protein
PMLADGDC_02894	CDS	675	bglJ		COG2197	Transcriptional activator protein BglJ
PMLADGDC_02895	CDS	726	yjjQ			Putative transcription factor YjjQ
PMLADGDC_02896	CDS	945	yjjP		COG2966	Inner membrane protein YjjP
PMLADGDC_02897	CDS	474				hypothetical protein
PMLADGDC_02898	CDS	540	dnaT			Primosomal protein 1
PMLADGDC_02899	CDS	738	dnaC		COG1484	DNA replication protein DnaC
PMLADGDC_02900	CDS	462				hypothetical protein
PMLADGDC_02901	CDS	2292	mdoB	2.7.8.20		Phosphoglycerol transferase I
PMLADGDC_02902	CDS	1662	tsr_2		COG0840	Methyl-accepting chemotaxis protein I
PMLADGDC_02903	CDS	2151	btsT		COG1966	Pyruvate/proton symporter BtsT
PMLADGDC_02904	CDS	204				hypothetical protein
PMLADGDC_02905	CDS	957	yjiA	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
PMLADGDC_02906	CDS	969				hypothetical protein
PMLADGDC_02907	CDS	2430				hypothetical protein
PMLADGDC_02908	CDS	1470		2.1.1.72	COG0286	putative type I restriction enzymeP M protein
PMLADGDC_02909	CDS	1734				hypothetical protein
PMLADGDC_02910	CDS	321	symE_2	3.1.-.-		Toxic protein SymE
PMLADGDC_02911	CDS	1854				hypothetical protein
PMLADGDC_02912	CDS	921	nucS	3.1.-.-		Endonuclease NucS
PMLADGDC_02913	CDS	165				hypothetical protein
PMLADGDC_02914	CDS	1371	gabD1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] 1
PMLADGDC_02915	CDS	954				ISNCY family transposase ISRor2
PMLADGDC_02916	CDS	1242	mdtM			Multidrug resistance protein MdtM
PMLADGDC_02917	CDS	1272				hypothetical protein
PMLADGDC_02918	CDS	1185				hypothetical protein
PMLADGDC_02919	CDS	672				hypothetical protein
PMLADGDC_02920	CDS	462	yjiG		COG0700	Inner membrane protein YjiG
PMLADGDC_02921	CDS	1173	iadA	3.4.19.-		Isoaspartyl dipeptidase
PMLADGDC_02922	CDS	909	yjiE_2			HTH-type transcriptional regulator YjiE
PMLADGDC_02923	CDS	735	racX	5.1.1.10	COG1794	Broad specificity amino-acid racemase RacX
PMLADGDC_02924	CDS	447				hypothetical protein
PMLADGDC_02925	CDS	1014	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
PMLADGDC_02926	CDS	726	lldR_1		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
PMLADGDC_02927	CDS	666				hypothetical protein
PMLADGDC_02928	CDS	462				hypothetical protein
PMLADGDC_02929	CDS	912				hypothetical protein
PMLADGDC_02930	CDS	609				hypothetical protein
PMLADGDC_02931	CDS	258				hypothetical protein
PMLADGDC_02932	CDS	1626	COQ3	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
PMLADGDC_02933	CDS	717	yeeN		COG0217	putative transcriptional regulatory protein YeeN
PMLADGDC_02934	CDS	108				hypothetical protein
PMLADGDC_02935	CDS	876				hypothetical protein
PMLADGDC_02936	CDS	798				hypothetical protein
PMLADGDC_02937	CDS	834				hypothetical protein
PMLADGDC_02938	CDS	339	ykfI			Toxin YkfI
PMLADGDC_02939	CDS	336	yfjZ			Antitoxin YfjZ
PMLADGDC_02940	CDS	480				hypothetical protein
PMLADGDC_02941	CDS	267				hypothetical protein
PMLADGDC_02942	CDS	624				hypothetical protein
PMLADGDC_02943	CDS	216				hypothetical protein
PMLADGDC_02944	CDS	1692				hypothetical protein
PMLADGDC_02945	CDS	801				hypothetical protein
PMLADGDC_02946	CDS	345				hypothetical protein
PMLADGDC_02947	CDS	540				hypothetical protein
PMLADGDC_02948	CDS	291				hypothetical protein
PMLADGDC_02949	CDS	828				hypothetical protein
PMLADGDC_02950	CDS	1125	haeIIIM	2.1.1.37		Modification methylase HaeIII
PMLADGDC_02951	CDS	1263	intA_2		COG0582	Prophage integrase IntA
PMLADGDC_02952	tRNA	85				tRNA-Leu(caa)
PMLADGDC_02953	CDS	1020	ahr	1.1.1.2	COG1064	Aldehyde reductase Ahr
PMLADGDC_02954	CDS	531	gntK_1	2.7.1.12	COG3265	Thermoresistant gluconokinase
PMLADGDC_02955	CDS	1032	idnD	1.1.1.264	COG1063	L-idonate 5-dehydrogenase (NAD(P)(+))
PMLADGDC_02956	CDS	765	idnO	1.1.1.69		5-keto-D-gluconate 5-reductase
PMLADGDC_02957	CDS	1320	idnT		COG2610	Gnt-II system L-idonate transporter
PMLADGDC_02958	CDS	999	gntR_1			HTH-type transcriptional regulator GntR
PMLADGDC_02959	CDS	1083	lptG		COG0795	Lipopolysaccharide export system permease protein LptG
PMLADGDC_02960	CDS	1101	lptF		COG0795	Lipopolysaccharide export system permease protein LptF
PMLADGDC_02961	CDS	1512	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
PMLADGDC_02962	CDS	444	holC	2.7.7.7	COG2927	DNA polymerase III subunit chi
PMLADGDC_02963	CDS	2856	valS	6.1.1.9	COG0525	Valine--tRNA ligase
PMLADGDC_02964	CDS	1188	yjgN		COG4269	Inner membrane protein YjgN
PMLADGDC_02965	CDS	504				hypothetical protein
PMLADGDC_02966	CDS	489				hypothetical protein
PMLADGDC_02967	CDS	765				hypothetical protein
PMLADGDC_02968	CDS	417	rraB		COG3076	Regulator of ribonuclease activity B
PMLADGDC_02969	CDS	1005	argI	2.1.3.3	COG0078	Ornithine carbamoyltransferase subunit I
PMLADGDC_02970	CDS	453	tabA_2		COG2731	Toxin-antitoxin biofilm protein TabA
PMLADGDC_02971	CDS	1221	arcA_2	3.5.3.6	COG2235	Arginine deiminase
PMLADGDC_02972	CDS	933	arcC1	2.7.2.2		Carbamate kinase 1
PMLADGDC_02973	CDS	1005	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
PMLADGDC_02974	CDS	1404				hypothetical protein
PMLADGDC_02975	CDS	489	argR_1			Arginine repressor
PMLADGDC_02976	CDS	102				hypothetical protein
PMLADGDC_02977	CDS	936	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
PMLADGDC_02978	CDS	462	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
PMLADGDC_02979	CDS	387	ridA	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
PMLADGDC_02980	CDS	447				hypothetical protein
PMLADGDC_02981	CDS	2709	mgtA	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
PMLADGDC_02982	CDS	948	treR		COG1609	HTH-type transcriptional regulator TreR
PMLADGDC_02983	CDS	1419	treB		COG1263	PTS system trehalose-specific EIIBC component
PMLADGDC_02984	CDS	1653	treC	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
PMLADGDC_02985	CDS	2139	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
PMLADGDC_02986	CDS	465	nrdG	1.97.1.-	COG0602	Anaerobic ribonucleoside-triphosphate reductase-activating protein
PMLADGDC_02987	CDS	285	relE	3.1.-.-	COG2026	mRNA interferase toxin RelE
PMLADGDC_02988	CDS	243	relB		COG3077	Antitoxin RelB
PMLADGDC_02989	CDS	1914	licR		COG1762	putative licABCH operon regulator
PMLADGDC_02990	CDS	741	dgaF_1	4.1.2.14		2-dehydro-3-deoxy-phosphogluconate aldolase
PMLADGDC_02991	CDS	1119	dgaE_1	4.3.1.29		D-glucosaminate-6-phosphate ammonia lyase
PMLADGDC_02992	CDS	1134		3.1.1.-	COG3964	Deacetylase
PMLADGDC_02993	CDS	645				hypothetical protein
PMLADGDC_02994	CDS	777				hypothetical protein
PMLADGDC_02995	CDS	303				hypothetical protein
PMLADGDC_02996	CDS	363				hypothetical protein
PMLADGDC_02997	CDS	330				hypothetical protein
PMLADGDC_02998	CDS	387	cybC		COG3783	Soluble cytochrome b562
PMLADGDC_02999	CDS	1353	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
PMLADGDC_03000	CDS	552				hypothetical protein
PMLADGDC_03001	CDS	885				hypothetical protein
PMLADGDC_03002	CDS	816				hypothetical protein
PMLADGDC_03003	CDS	1227	csbX		COG0477	Alpha-ketoglutarate permease
PMLADGDC_03004	CDS	1023	iolG_1	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
PMLADGDC_03005	CDS	1941	iolD	3.7.1.22	COG3962	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
PMLADGDC_03006	CDS	1932	iolC	2.7.1.92		5-dehydro-2-deoxygluconokinase
PMLADGDC_03007	CDS	1167	yfcJ_1			putative MFS-type transporter YfcJ
PMLADGDC_03008	CDS	834	iolI	5.3.99.11	COG1082	Inosose isomerase
PMLADGDC_03009	CDS	1344				hypothetical protein
PMLADGDC_03010	CDS	1011	iolG_2	1.1.1.18	COG0673	Inositol 2-dehydrogenase
PMLADGDC_03011	CDS	906	iolE	4.2.1.44	COG1082	Inosose dehydratase
PMLADGDC_03012	CDS	876	rhaR_5			HTH-type transcriptional activator RhaR
PMLADGDC_03013	CDS	1506	bauC	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
PMLADGDC_03014	CDS	810	iolB	5.3.1.30	COG3718	5-deoxy-glucuronate isomerase
PMLADGDC_03015	CDS	1437	xylE_1			D-xylose-proton symporter
PMLADGDC_03016	CDS	195				hypothetical protein
PMLADGDC_03017	CDS	1434	xylE_2			D-xylose-proton symporter
PMLADGDC_03018	CDS	834	hexR_2		COG1737	HTH-type transcriptional regulator HexR
PMLADGDC_03019	CDS	225				hypothetical protein
PMLADGDC_03020	CDS	1380	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
PMLADGDC_03021	CDS	999	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
